scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
LOADERS,Loaders,PD-WRL-001,Responsible for analyzing data collected from various cybersecurity defense tools to mitigate risks.,PD,19,23,0.8260869565217391,9,74,0.12162162162162163,0.42069473684210523,0.5113,0.4212863636363636,0.31082727272727273,0.3419916666666667,0.3475304347826087,0.6346643478260869,1.0,similarity_score
LOADERS,Loaders,PD-WRL-002,Responsible for analyzing digital evidence from computer security incidents to derive useful information in support of system and network vulnerability mitigation.,PD,19,23,0.8260869565217391,11,74,0.14864864864864866,0.41597368421052633,0.4985,0.4257344827586207,0.28446206896551723,0.3018529411764706,0.3436304347826087,0.6331043478260869,0.9975420078261156,similarity_score
LOADERS,Loaders,OG-WRL-014,"Responsible for managing the cybersecurity of a program, organization, system, or enclave.",OG,17,23,0.7391304347826086,7,74,0.0945945945945946,0.40593529411764706,0.4802,0.40281,0.381405,0.4074857142857143,0.3000391304347826,0.5634939130434782,0.887861300187432,similarity_score
LOADERS,Loaders,IN-WRL-002,"Responsible for identifying, collecting, examining, and preserving digital evidence using controlled and documented analytical and investigative techniques.",IN,16,23,0.6956521739130435,10,74,0.13513513513513514,0.41833750000000003,0.4985,0.4252692307692308,0.30915000000000004,0.31164615384615385,0.29101739130434784,0.5337982608695652,0.8410717613144366,similarity_score
LOADERS,Loaders,IN-WRL-001,"Responsible for investigating cyberspace intrusion incidents and crimes. Applies tactics, techniques, and procedures for a full range of investigative tools and processes and appropriately balances the benefits of prosecution versus intelligence gathering.",IN,14,23,0.6086956521739131,2,74,0.02702702702702703,0.4253142857142857,0.4985,0.42960588235294117,0.37318823529411765,0.35943,0.2588869565217391,0.4687721739130435,0.7386143171878597,similarity_score
LOADERS,Loaders,OG-WRL-012,"Responsible for conducting independent comprehensive assessments of management, operational, and technical security controls and control enhancements employed within or inherited by a system to determine their overall effectiveness.",OG,14,23,0.6086956521739131,6,74,0.08108108108108109,0.39954285714285714,0.4958,0.3935565217391304,0.3855173913043478,0.3683166666666666,0.24320000000000003,0.46249739130434786,0.7287275437615776,similarity_score
LOADERS,Loaders,OG-WRL-002,"Responsible for developing and maintaining cybersecurity plans, strategy, and policy to support and align with organizational cybersecurity initiatives and regulatory compliance.",OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-003,"Responsible for developing cybersecurity workforce plans, assessments, strategies, and guidance, including cybersecurity-related staff training, education, and hiring processes. Makes adjustments in response to or in anticipation of changes to cybersecurity-related policy, technology, and staffing needs and requirements.Authors mandated workforce planning strategies to maintain compliance with legislation, regulation, and policy.",OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-009,"Responsible for planning, estimating costs, budgeting, developing, implementing, and managing product support strategies in order to field and maintain the readiness and operational capability of systems and components.",OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-010,"Responsible for leading, coordinating, and the overall success of a defined program. Includes communicating about the program and ensuring alignment with agency or organizational priorities.",OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-011,"Responsible for overseeing and directly managing technology projects. Ensures cybersecurity is built into projects to protect the organization’s critical infrastructure and assets, reduce risk, and meet organizational goals. Tracks and communicates project status and demonstrates project value to the organization.",OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-015,Responsible for managing a portfolio of technology investments that align with the overall needs of mission and enterprise priorities.,OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,OG-WRL-016,Responsible for conducting evaluations of technology programs or their individual components to determine compliance with published standards.,OG,13,23,0.5652173913043478,2,74,0.02702702702702703,0.41613076923076925,0.513,0.42542272727272734,0.40509090909090906,0.36707999999999996,0.23520434782608696,0.43321217391304345,0.6825847007113653,similarity_score
LOADERS,Loaders,PD-WRL-006,"Responsible for collecting, processing, analyzing, and disseminating cybersecurity threat assessments. Develops cybersecurity indicators to maintain awareness of the status of the highly dynamic operating environment.",PD,11,23,0.4782608695652174,4,74,0.05405405405405406,0.42275454545454544,0.5283,0.42736153846153846,0.3508769230769231,0.37585,0.20218695652173913,0.36783130434782607,0.5795682483311959,similarity_score
LOADERS,Loaders,PD-WRL-007,"Responsible for assessing systems and networks to identify deviations from acceptable configurations, enclave policy, or local policy. Measure effectiveness of defense-in-depth architecture against known vulnerabilities.",PD,10,23,0.43478260869565216,1,74,0.013513513513513514,0.41551,0.4917,0.41535,0.41692,0.4344,0.18065652173913044,0.3331321739130435,0.5248950489406247,similarity_score
LOADERS,Loaders,DD-WRL-004,"Responsible for the secure design, development, and testing of systems and the evaluation of system security throughout the systems development life cycle.",DD,10,23,0.43478260869565216,5,74,0.06756756756756757,0.39058000000000004,0.4949,0.3881583333333333,0.3508833333333334,0.3670111111111111,0.16981739130434784,0.32879652173913043,0.5180636392533403,similarity_score
LOADERS,Loaders,PD-WRL-005,Responsible for identifying and assessing the capabilities and activities of cybersecurity insider threats; produces findings to help initialize and support law enforcement and counterintelligence activities and investigations.,PD,10,23,0.43478260869565216,6,74,0.08108108108108109,0.38110999999999995,0.4667,0.38130555555555556,0.3441222222222222,0.3689058823529412,0.1657,0.3271495652173913,0.515468635252595,similarity_score
LOADERS,Loaders,PD-WRL-003,"Responsible for investigating, analyzing, and responding to network cybersecurity incidents.",PD,8,23,0.34782608695652173,3,74,0.04054054054054054,0.374025,0.3998,0.3733222222222222,0.33784444444444445,0.34550000000000003,0.13009565217391303,0.26073391304347826,0.4108217421327809,similarity_score
LOADERS,Loaders,DD-WRL-009,"Responsible for working within the engineering department to design and create systems, processes, and procedures that maintain the safety, reliability, controllability and security of industrial systems in the face of intentional and incidental cyber events. Interfaces with Chief Information Security Officer, plant managers and industrial cybersecurity technicians.",DD,7,23,0.30434782608695654,5,74,0.06756756756756757,0.4029285714285714,0.4949,0.39489166666666664,0.3638333333333333,0.4068125,0.1226304347826087,0.2316608695652174,0.3650132079401094,similarity_score
